time,temperature_2m,dew_point_2m,apparent_temperature,relative_humidity_2m,precipitation,rain,cloud_cover,cloud_cover_mid,cloud_cover_low,cloud_cover_high,pressure_msl,surface_pressure,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,vapour_pressure_deficit
2025-01-01T00:00,20.0,18.4,22.6,90.0,0.0,0.0,65.0,51.0,20.0,10.0,1017.4,1016.7,20.1,0.441,0.23
2025-01-01T01:00,19.6,18.3,22.1,92.0,0.0,0.0,72.0,18.0,51.0,31.0,1016.7,1016.0,19.9,0.441,0.18
2025-01-01T02:00,19.1,18.0,21.3,94.0,0.0,0.0,53.0,7.0,4.0,48.0,1015.8,1015.1,19.7,0.441,0.14
2025-01-01T03:00,18.7,17.6,20.9,94.0,0.0,0.0,91.0,6.0,25.0,89.0,1015.4,1014.7,19.4,0.441,0.14
2025-01-01T04:00,18.6,17.5,20.9,94.0,0.0,0.0,42.0,4.0,40.0,0.0,1015.2,1014.5,19.2,0.441,0.14
2025-01-01T05:00,18.5,17.6,20.9,94.0,0.0,0.0,48.0,12.0,42.0,0.0,1015.2,1014.5,19.0,0.441,0.12
2025-01-01T06:00,18.7,17.7,21.1,94.0,0.0,0.0,79.0,76.0,32.0,0.0,1015.8,1015.1,19.0,0.442,0.13
2025-01-01T07:00,19.4,18.0,21.7,92.0,0.0,0.0,100.0,100.0,100.0,0.0,1016.3,1015.6,19.2,0.441,0.19
2025-01-01T08:00,20.6,18.0,23.1,85.0,0.0,0.0,100.0,100.0,100.0,0.0,1017.3,1016.6,20.0,0.447,0.36
2025-01-01T09:00,21.9,17.8,23.9,78.0,0.0,0.0,100.0,100.0,100.0,0.0,1017.9,1017.2,20.8,0.445,0.59
2025-01-01T10:00,22.1,16.8,22.9,72.0,0.0,0.0,100.0,100.0,100.0,4.0,1017.8,1017.1,21.3,0.443,0.75
2025-01-01T11:00,22.0,16.6,22.5,72.0,0.0,0.0,100.0,100.0,100.0,1.0,1017.3,1016.6,21.6,0.44,0.75
2025-01-01T12:00,22.4,16.5,22.8,69.0,0.0,0.0,100.0,98.0,97.0,3.0,1016.4,1015.7,21.8,0.437,0.83
2025-01-01T13:00,22.8,16.4,23.0,67.0,0.0,0.0,100.0,100.0,100.0,0.0,1015.1,1014.4,22.2,0.434,0.9
2025-01-01T14:00,22.9,16.4,22.9,67.0,0.0,0.0,100.0,99.0,100.0,1.0,1014.2,1013.5,22.2,0.431,0.93
2025-01-01T15:00,22.7,16.7,22.9,69.0,0.0,0.0,100.0,99.0,48.0,9.0,1013.7,1013.0,22.3,0.428,0.86
