time,temperature_2m,dew_point_2m,apparent_temperature,relative_humidity_2m,precipitation,rain,cloud_cover,cloud_cover_mid,cloud_cover_low,cloud_cover_high,pressure_msl,surface_pressure,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,vapour_pressure_deficit
2024-01-02T16:00,24.4,21.7,27.8,85,0.0,0.0,100,31,15,100,1013.4,1012.7,25.6,0.496,0.45
2024-01-02T17:00,23.8,21.6,27.4,88,0.0,0.0,100,34,21,99,1014.2,1013.5,25.1,0.495,0.37
2024-01-02T18:00,23.4,21.4,27.4,88,0.0,0.0,97,19,6,97,1014.9,1014.2,24.5,0.494,0.34
2024-01-02T19:00,23.4,21.2,27.2,87,0.0,0.0,99,39,54,96,1015.7,1015.0,24.1,0.494,0.37
2024-01-02T20:00,23.2,21.7,27.3,91,0.0,0.0,100,100,85,88,1016.6,1015.9,23.8,0.499,0.25
2024-01-02T21:00,23.1,21.7,27.4,92,0.0,0.0,98,92,81,3,1016.8,1016.1,23.6,0.498,0.22
2024-01-02T22:00,22.8,21.4,26.9,92,0.1,0.1,85,27,73,25,1016.7,1016.0,23.4,0.498,0.23
2024-01-02T23:00,22.3,21.3,26.1,94,0.2,0.2,57,40,15,16,1016.6,1015.9,23.1,0.499,0.16
2024-01-03T00:00,21.8,21.1,25.5,96,0.0,0.0,48,34,27,2,1016.4,1015.7,22.7,0.498,0.11
2024-01-03T01:00,21.4,20.8,25.0,96,0.1,0.1,68,25,57,3,1015.9,1015.2,22.5,0.498,0.09
2024-01-03T02:00,22.3,20.9,26.3,92,0.2,0.2,61,31,37,13,1015.3,1014.6,22.3,0.498,0.22
2024-01-03T03:00,22.2,20.9,26.3,93,0.0,0.0,80,25,19,68,1014.9,1014.2,22.1,0.498,0.2
2024-01-03T04:00,22.2,20.7,26.1,92,0.1,0.1,98,36,44,94,1015.0,1014.3,21.8,0.497,0.23
2024-01-03T05:00,21.4,20.8,25.2,96,0.3,0.3,99,72,95,45,1015.6,1014.9,21.7,0.5,0.1
2024-01-03T06:00,22.4,20.8,26.4,90,0.0,0.0,65,58,16,1,1016.2,1015.5,21.8,0.499,0.26
2024-01-03T07:00,22.7,20.4,26.6,87,0.1,0.1,100,50,100,6,1016.7,1016.0,22.0,0.499,0.36
2024-01-03T08:00,23.0,20.9,27.1,88,0.1,0.1,81,50,44,48,1018.1,1017.4,22.9,0.499,0.33
2024-01-03T09:00,23.8,21.5,28.2,87,0.1,0.1,63,29,48,10,1018.5,1017.8,23.9,0.499,0.39
2024-01-03T10:00,24.6,21.2,27.9,81,0.1,0.1,90,32,85,1,1018.3,1017.6,24.8,0.498,0.58
2024-01-03T11:00,24.4,20.1,26.4,77,0.1,0.1,73,64,22,5,1017.7,1017.0,25.1,0.496,0.7
2024-01-03T12:00,24.8,20.5,26.7,77,0.1,0.1,36,29,11,0,1016.9,1016.2,25.4,0.494,0.71
2024-01-03T13:00,24.3,20.2,26.3,78,0.2,0.2,68,56,33,0,1016.2,1015.5,25.6,0.493,0.68
2024-01-03T14:00,24.8,21.0,27.2,79,0.0,0.0,38,25,20,0,1015.5,1014.8,25.7,0.491,0.64
2024-01-03T15:00,24.7,20.0,26.5,75,0.3,0.3,83,47,39,53,1015.2,1014.5,25.7,0.491,0.77
2024-01-03T16:00,24.3,19.9,26.1,76,0.5,0.5,76,38,27,53,1015.4,1014.7,25.2,0.493,0.72
2024-01-03T17:00,23.9,19.9,25.9,78,0.1,0.1,81,53,24,53,1016.0,1015.3,24.5,0.493,0.64
2024-01-03T18:00,23.5,20.1,25.8,81,0.1,0.1,47,43,5,3,1016.4,1015.7,23.9,0.493,0.54
2024-01-03T19:00,23.1,19.5,25.1,80,0.2,0.2,73,64,36,0,1017.1,1016.4,23.4,0.493,0.55
2024-01-03T20:00,21.8,19.8,24.2,88,0.2,0.2,67,58,27,0,1018.0,1017.3,24.0,0.487,0.3
2024-01-03T21:00,22.0,20.1,25.5,89,0.1,0.1,79,67,44,2,1018.1,1017.4,23.5,0.488,0.28
2024-01-03T22:00,21.4,20.2,24.7,93,0.5,0.5,95,80,79,0,1018.1,1017.4,23.0,0.492,0.17
2024-01-03T23:00,21.9,20.0,25.2,89,0.3,0.3,76,70,39,11,1017.5,1016.8,22.7,0.494,0.29
2024-01-04T00:00,21.7,19.7,24.9,89,0.4,0.4,80,41,66,1,1017.0,1016.3,22.3,0.498,0.29
2024-01-04T01:00,20.9,19.7,23.4,93,0.8,0.8,100,100,96,0,1016.9,1016.2,22.0,0.506,0.18
2024-01-04T02:00,21.0,19.8,24.4,93,0.7,0.7,100,42,100,0,1016.2,1015.5,21.8,0.51,0.17
2024-01-04T03:00,20.7,20.1,24.3,96,0.4,0.4,89,31,86,0,1015.8,1015.1,21.6,0.511,0.09
2024-01-04T04:00,20.8,19.8,24.1,94,1.2,1.2,85,36,77,0,1015.9,1015.2,21.4,0.516,0.15
2024-01-04T05:00,20.5,19.6,23.6,94,0.3,0.3,82,52,80,0,1016.3,1015.6,21.2,0.512,0.14
2024-01-04T06:00,20.7,19.6,23.9,93,0.3,0.3,84,21,82,0,1016.7,1016.0,21.1,0.511,0.16
2024-01-04T07:00,21.2,19.9,24.4,92,0.1,0.1,50,10,48,0,1017.5,1016.8,21.1,0.509,0.19
2024-01-04T08:00,22.6,19.4,25.4,82,0.2,0.2,60,14,58,0,1018.5,1017.8,22.5,0.506,0.5
2024-01-04T09:00,23.4,20.1,26.6,82,0.4,0.4,23,9,21,0,1018.9,1018.2,23.4,0.506,0.53
2024-01-04T10:00,24.2,20.1,27.2,78,0.3,0.3,26,7,25,0,1018.6,1017.9,24.4,0.505,0.67
2024-01-04T11:00,24.9,19.5,26.8,72,0.1,0.1,27,20,20,0,1018.1,1017.4,25.1,0.501,0.88
2024-01-04T12:00,24.6,19.7,26.7,74,0.6,0.6,52,38,26,0,1017.2,1016.5,25.7,0.503,0.8
2024-01-04T13:00,24.6,19.6,26.3,74,0.4,0.4,21,13,14,0,1016.4,1015.7,25.8,0.502,0.81
2024-01-04T14:00,24.7,19.3,25.9,72,0.1,0.1,15,4,12,0,1015.7,1015.0,25.9,0.499,0.87
2024-01-04T15:00,24.6,19.0,25.7,71,0.0,0.0,14,1,13,0,1015.4,1014.7,25.8,0.495,0.9
2024-01-04T16:00,24.2,18.8,25.4,72,0.0,0.0,25,1,24,1,1015.7,1015.0,25.4,0.493,0.85
2024-01-04T17:00,23.5,19.0,25.3,76,0.0,0.0,73,1,39,55,1016.2,1015.5,24.8,0.491,0.71
2024-01-04T18:00,23.0,18.7,24.8,77,0.0,0.0,52,0,38,22,1016.6,1015.9,24.0,0.49,0.65
2024-01-04T19:00,22.9,18.8,24.7,78,0.0,0.0,42,0,42,0,1017.1,1016.4,23.5,0.489,0.62
2024-01-04T20:00,22.2,19.4,24.0,84,0.1,0.1,54,15,42,11,1018.0,1017.3,24.0,0.484,0.42
2024-01-04T21:00,22.1,19.5,24.5,85,0.1,0.1,37,9,34,0,1018.2,1017.5,23.4,0.484,0.39
2024-01-04T22:00,21.5,19.7,24.4,89,0.0,0.0,32,8,27,0,1018.1,1017.4,22.9,0.484,0.27
2024-01-04T23:00,21.1,19.2,23.7,89,0.0,0.0,48,10,43,0,1017.7,1017.0,22.3,0.484,0.28
2024-01-05T00:00,20.3,19.1,22.9,93,0.0,0.0,79,1,49,59,1017.3,1016.6,21.9,0.484,0.16
2024-01-05T01:00,19.8,19.2,22.4,96,0.3,0.3,95,1,65,87,1016.9,1016.2,21.6,0.486,0.08
2024-01-05T02:00,19.2,18.7,21.5,97,0.6,0.6,92,2,77,67,1016.5,1015.8,21.2,0.49,0.07
2024-01-05T03:00,19.7,19.3,22.7,97,0.5,0.5,75,8,60,33,1016.1,1015.4,20.9,0.496,0.06
2024-01-05T04:00,19.6,19.1,22.5,97,0.1,0.1,64,0,41,39,1016.1,1015.4,20.7,0.496,0.08
2024-01-05T05:00,19.5,18.8,22.0,96,0.1,0.1,95,0,89,56,1016.2,1015.5,20.4,0.497,0.1
2024-01-05T06:00,19.6,18.8,22.2,95,0.3,0.3,75,1,75,0,1016.7,1016.0,20.3,0.5,0.12
2024-01-05T07:00,20.7,19.3,23.4,91,0.1,0.1,27,0,27,0,1017.2,1016.5,20.5,0.499,0.21
2024-01-05T08:00,21.6,19.9,24.3,90,0.1,0.1,45,0,45,0,1018.2,1017.5,21.6,0.494,0.26
2024-01-05T09:00,22.6,19.8,25.9,84,0.2,0.2,82,5,74,30,1018.9,1018.2,22.6,0.495,0.43
2024-01-05T10:00,23.3,19.9,26.5,81,0.1,0.1,61,7,38,36,1018.4,1017.7,23.7,0.494,0.53
2024-01-05T11:00,24.3,20.1,27.2,78,0.0,0.0,70,1,21,61,1017.8,1017.1,24.7,0.491,0.68
2024-01-05T12:00,24.9,19.7,28.5,73,0.0,0.0,88,0,3,87,1016.9,1016.2,25.7,0.488,0.86
2024-01-05T13:00,25.1,19.4,28.3,71,0.0,0.0,97,0,4,97,1016.2,1015.5,26.4,0.483,0.93
2024-01-05T14:00,24.9,19.0,27.4,70,0.0,0.0,98,0,5,98,1015.5,1014.8,26.7,0.48,0.94
2024-01-05T15:00,24.6,18.9,26.4,71,0.0,0.0,99,1,5,99,1015.2,1014.5,26.6,0.477,0.91
2024-01-05T16:00,24.4,19.1,26.2,72,0.0,0.0,98,7,16,97,1015.5,1014.8,26.1,0.475,0.85
2024-01-05T17:00,23.5,19.6,25.4,79,0.0,0.0,100,2,25,99,1016.1,1015.4,25.3,0.474,0.62
2024-01-05T18:00,23.0,19.6,25.1,81,0.0,0.0,88,3,24,84,1016.7,1016.0,24.5,0.474,0.54
2024-01-05T19:00,22.6,19.6,25.3,83,0.0,0.0,45,0,39,9,1017.3,1016.6,23.8,0.474,0.46
2024-01-05T20:00,22.6,20.5,26.2,88,0.0,0.0,100,4,45,100,1018.1,1017.4,24.5,0.472,0.33
2024-01-05T21:00,22.9,19.8,26.5,83,0.0,0.0,100,5,33,100,1018.0,1017.3,23.8,0.473,0.48
2024-01-05T22:00,21.4,20.3,24.8,93,0.2,0.2,100,14,82,100,1018.1,1017.4,23.3,0.474,0.17
2024-01-05T23:00,21.1,20.4,24.7,96,0.1,0.1,100,2,72,100,1017.9,1017.2,22.9,0.475,0.1
2024-01-06T00:00,20.6,20.2,23.9,98,0.1,0.1,100,0,100,97,1017.6,1016.9,22.5,0.476,0.06
2024-01-06T01:00,21.4,20.7,25.4,96,0.3,0.3,99,20,70,98,1017.2,1016.5,22.4,0.478,0.1
2024-01-06T02:00,21.4,20.6,25.3,95,0.1,0.1,100,7,100,88,1016.7,1016.0,22.3,0.479,0.11
2024-01-06T03:00,21.5,20.7,25.3,95,0.2,0.2,99,9,99,4,1016.5,1015.8,22.3,0.481,0.12
2024-01-06T04:00,21.5,20.7,25.3,95,0.2,0.2,100,8,100,5,1016.3,1015.6,22.2,0.482,0.13
2024-01-06T05:00,21.3,20.8,25.1,97,0.2,0.2,100,14,100,16,1016.7,1016.0,22.1,0.484,0.08
2024-01-06T06:00,21.4,20.8,25.2,96,0.2,0.2,100,7,100,6,1017.2,1016.5,22.0,0.486,0.09
2024-01-06T07:00,21.8,20.8,25.5,94,0.1,0.1,100,15,100,0,1017.6,1016.9,22.0,0.487,0.16
2024-01-06T08:00,22.0,20.7,26.2,93,0.3,0.3,100,100,100,17,1018.8,1018.1,22.6,0.493,0.19
2024-01-06T09:00,22.8,21.0,26.7,90,0.1,0.1,100,100,100,0,1019.2,1018.5,23.0,0.492,0.28
2024-01-06T10:00,23.8,21.1,27.9,85,0.2,0.2,64,39,46,0,1019.0,1018.3,23.7,0.493,0.45
2024-01-06T11:00,24.2,20.0,26.9,77,0.4,0.4,73,54,43,0,1018.3,1017.6,24.0,0.494,0.68
2024-01-06T12:00,24.8,19.4,27.1,72,0.1,0.1,85,81,32,0,1017.3,1016.6,24.4,0.493,0.89
2024-01-06T13:00,24.6,19.7,26.6,74,0.1,0.1,98,45,97,0,1016.3,1015.6,24.8,0.49,0.81
2024-01-06T14:00,24.3,20.1,26.4,77,0.2,0.2,98,98,13,0,1015.5,1014.8,24.9,0.49,0.69
2024-01-06T15:00,24.4,19.9,26.3,76,0.1,0.1,100,100,26,0,1015.3,1014.6,24.9,0.488,0.74
2024-01-06T16:00,24.3,19.7,26.2,76,0.0,0.0,77,38,63,0,1015.5,1014.8,24.7,0.486,0.74
2024-01-06T17:00,23.9,19.7,25.9,77,0.0,0.0,100,12,100,0,1016.1,1015.4,24.3,0.485,0.67
2024-01-06T18:00,23.5,19.5,25.1,78,0.0,0.0,100,5,100,0,1016.4,1015.7,23.9,0.484,0.63
2024-01-06T19:00,23.7,19.5,25.5,78,0.0,0.0,100,18,100,0,1017.1,1016.4,23.6,0.483,0.66
2024-01-06T20:00,22.3,20.1,25.2,87,0.1,0.1,89,15,88,0,1018.3,1017.6,23.9,0.48,0.35
2024-01-06T21:00,22.5,19.9,25.7,86,0.1,0.1,98,59,97,0,1018.3,1017.6,23.4,0.48,0.39
2024-01-06T22:00,22.5,20.1,25.5,86,0.1,0.1,62,10,60,0,1018.2,1017.5,23.0,0.48,0.37
2024-01-06T23:00,22.3,20.1,25.2,87,0.1,0.1,76,16,29,62,1018.0,1017.3,22.7,0.48,0.34
2024-01-07T00:00,22.0,20.1,25.2,89,0.0,0.0,96,4,24,94,1017.8,1017.1,22.5,0.48,0.29
2024-01-07T01:00,22.7,19.9,25.9,84,0.0,0.0,97,3,35,95,1017.4,1016.7,22.1,0.48,0.44
2024-01-07T02:00,22.2,20.0,26.0,88,0.0,0.0,98,1,68,94,1016.9,1016.2,21.8,0.479,0.33
2024-01-07T03:00,21.9,20.1,25.8,90,0.2,0.2,100,39,100,96,1016.6,1015.9,21.6,0.481,0.27
2024-01-07T04:00,21.7,20.2,25.4,91,0.2,0.2,100,47,94,95,1016.5,1015.8,21.6,0.482,0.24
2024-01-07T05:00,21.5,20.2,25.1,93,0.3,0.3,100,57,98,91,1016.8,1016.1,21.6,0.484,0.19
2024-01-07T06:00,20.9,20.3,24.4,96,0.1,0.1,100,54,100,17,1017.5,1016.8,21.5,0.485,0.1
2024-01-07T07:00,21.7,20.6,25.6,93,0.3,0.3,99,57,99,53,1017.9,1017.2,21.7,0.488,0.17
2024-01-07T08:00,22.2,20.1,25.5,88,0.2,0.2,61,38,35,6,1019.6,1018.9,23.1,0.494,0.32
2024-01-07T09:00,22.8,20.3,26.4,86,0.3,0.3,54,25,46,0,1019.8,1019.1,23.7,0.494,0.39
2024-01-07T10:00,23.6,20.1,26.9,81,0.4,0.4,78,15,76,0,1019.4,1018.7,24.5,0.495,0.56
2024-01-07T11:00,24.2,20.0,27.0,77,0.2,0.2,97,7,96,0,1018.8,1018.1,25.1,0.494,0.69
2024-01-07T12:00,24.3,20.0,26.7,77,0.2,0.2,97,34,95,0,1018.2,1017.5,25.4,0.492,0.71
2024-01-07T13:00,24.4,20.1,26.7,77,0.1,0.1,72,48,57,0,1017.0,1016.3,25.8,0.489,0.71
2024-01-07T14:00,24.4,20.0,26.5,76,0.2,0.2,69,20,64,0,1016.0,1015.3,25.8,0.488,0.73
2024-01-07T15:00,24.2,20.0,26.3,77,0.1,0.1,68,8,68,0,1015.5,1014.8,25.6,0.486,0.69
2024-01-07T16:00,24.0,19.9,26.1,78,0.0,0.0,53,0,53,0,1015.4,1014.7,25.2,0.484,0.65
2024-01-07T17:00,23.7,19.7,26.2,78,0.0,0.0,57,4,57,0,1015.7,1015.0,24.7,0.483,0.64
2024-01-07T18:00,23.6,19.6,26.2,79,0.0,0.0,79,25,78,0,1016.0,1015.3,24.2,0.482,0.62
2024-01-07T19:00,23.5,19.3,26.2,77,0.0,0.0,100,15,100,0,1016.4,1015.7,23.8,0.482,0.66
2024-01-07T20:00,22.8,20.9,26.7,89,0.1,0.1,100,34,100,0,1017.6,1016.9,23.7,0.505,0.3
2024-01-07T21:00,22.8,20.7,26.1,88,0.2,0.2,100,8,100,0,1017.8,1017.1,23.2,0.505,0.33
2024-01-07T22:00,22.9,20.3,26.2,85,0.3,0.3,69,0,69,0,1017.3,1016.6,22.9,0.505,0.42
2024-01-07T23:00,22.7,20.6,26.2,88,0.4,0.4,94,0,94,0,1016.9,1016.2,22.6,0.507,0.34
2024-01-08T00:00,22.1,21.1,26.1,94,0.3,0.3,95,0,95,0,1016.6,1015.9,22.5,0.508,0.17
2024-01-08T01:00,22.1,21.0,25.8,93,0.3,0.3,96,0,96,0,1016.2,1015.5,22.4,0.508,0.18
2024-01-08T02:00,21.9,21.1,26.0,95,0.5,0.5,100,0,100,5,1015.8,1015.1,22.3,0.511,0.13
2024-01-08T03:00,21.9,21.2,26.0,96,0.5,0.5,99,0,99,0,1015.4,1014.7,22.2,0.512,0.12
2024-01-08T04:00,21.9,20.8,25.8,93,0.3,0.3,98,2,98,0,1015.3,1014.6,22.2,0.511,0.17
2024-01-08T05:00,22.0,21.1,26.2,95,0.2,0.2,73,0,73,0,1015.6,1014.9,22.2,0.509,0.14
2024-01-08T06:00,22.0,21.3,26.2,96,0.0,0.0,45,0,45,0,1016.0,1015.3,22.2,0.506,0.1
2024-01-08T07:00,22.0,21.4,26.0,96,0.0,0.0,45,4,45,0,1016.6,1015.9,22.1,0.504,0.1
2024-01-08T08:00,22.6,21.0,26.7,90,0.1,0.1,32,0,32,0,1017.9,1017.2,22.9,0.499,0.26
2024-01-08T09:00,23.3,20.9,27.1,87,0.2,0.2,57,0,57,0,1018.4,1017.7,23.7,0.499,0.38
2024-01-08T10:00,23.8,21.1,27.6,85,0.0,0.0,62,0,62,0,1017.9,1017.2,24.6,0.497,0.45
2024-01-08T11:00,24.5,20.7,27.8,79,0.1,0.1,99,0,99,0,1017.5,1016.8,25.4,0.495,0.63
2024-01-08T12:00,24.7,20.4,27.6,77,0.0,0.0,77,1,77,0,1016.4,1015.7,25.7,0.493,0.72
2024-01-08T13:00,24.8,20.4,27.7,77,0.0,0.0,57,1,57,0,1015.2,1014.5,26.1,0.49,0.74
2024-01-08T14:00,24.6,20.2,27.4,76,0.0,0.0,54,2,54,0,1014.6,1013.9,26.1,0.487,0.73
2024-01-08T15:00,24.7,19.9,27.3,75,0.0,0.0,64,4,64,0,1014.2,1013.5,26.0,0.485,0.78
2024-01-08T16:00,24.5,19.7,26.8,75,0.0,0.0,94,4,94,0,1014.3,1013.6,25.7,0.483,0.77
2024-01-08T17:00,24.1,19.8,26.8,77,0.0,0.0,50,0,50,0,1014.8,1014.1,25.1,0.482,0.69
2024-01-08T18:00,23.1,19.6,26.0,81,0.0,0.0,33,0,32,0,1015.4,1014.7,24.4,0.482,0.55
2024-01-08T19:00,22.1,19.5,24.6,85,0.0,0.0,27,0,22,7,1016.0,1015.3,23.7,0.481,0.39
2024-01-08T20:00,22.7,20.4,25.9,87,0.0,0.0,37,1,34,4,1016.8,1016.1,24.5,0.478,0.35
2024-01-08T21:00,23.3,19.8,26.6,80,0.0,0.0,34,3,32,0,1016.6,1015.9,23.8,0.478,0.56
2024-01-08T22:00,22.7,20.0,26.0,85,0.0,0.0,24,1,23,0,1016.5,1015.8,23.2,0.478,0.42
2024-01-08T23:00,21.5,20.1,24.8,91,0.0,0.0,26,0,26,0,1016.0,1015.3,22.8,0.478,0.22
2024-01-09T00:00,21.2,20.2,24.6,94,0.0,0.0,31,0,31,0,1015.5,1014.8,22.5,0.478,0.14
2024-01-09T01:00,21.0,20.2,24.6,95,0.0,0.0,91,0,91,0,1015.1,1014.4,22.4,0.478,0.12
2024-01-09T02:00,20.0,19.6,23.1,98,0.0,0.0,33,0,33,0,1014.5,1013.8,22.1,0.478,0.05
2024-01-09T03:00,19.9,19.5,23.2,98,0.0,0.0,44,0,42,3,1014.0,1013.3,21.9,0.477,0.06
2024-01-09T04:00,19.4,18.9,22.3,97,0.0,0.0,59,0,59,0,1013.8,1013.1,21.6,0.477,0.07
2024-01-09T05:00,18.6,18.2,21.0,97,0.0,0.0,50,0,50,0,1014.2,1013.5,21.3,0.477,0.06
2024-01-09T06:00,18.8,18.2,21.3,96,0.0,0.0,49,0,49,0,1014.7,1014.0,21.0,0.477,0.09
2024-01-09T07:00,20.1,19.1,23.0,94,0.0,0.0,41,0,41,0,1015.3,1014.6,21.0,0.477,0.14
2024-01-09T08:00,21.9,20.1,25.2,90,0.0,0.0,100,0,100,0,1016.5,1015.8,22.3,0.475,0.28
2024-01-09T09:00,23.3,20.6,27.1,85,0.0,0.0,62,0,62,0,1016.8,1016.1,23.3,0.473,0.44
2024-01-09T10:00,24.5,20.6,27.9,79,0.0,0.0,43,0,43,0,1016.6,1015.9,24.5,0.472,0.64
2024-01-09T11:00,25.1,20.6,28.7,76,0.0,0.0,45,0,45,0,1016.3,1015.6,25.5,0.469,0.75
2024-01-09T12:00,25.2,20.6,28.3,76,0.0,0.0,43,0,43,0,1015.1,1014.4,26.1,0.466,0.77
2024-01-09T13:00,25.1,20.6,28.2,76,0.0,0.0,62,0,62,0,1013.8,1013.1,26.6,0.464,0.76
2024-01-09T14:00,24.8,20.8,27.4,79,0.0,0.0,100,0,100,0,1013.1,1012.4,26.7,0.462,0.67
2024-01-09T15:00,24.4,20.6,26.8,79,0.0,0.0,62,0,62,0,1012.7,1012.0,26.6,0.46,0.63
2024-01-09T16:00,24.2,20.5,26.8,80,0.0,0.0,50,0,50,0,1013.0,1012.3,26.1,0.459,0.61
2024-01-09T17:00,23.9,20.5,26.8,81,0.0,0.0,16,0,16,0,1013.6,1012.9,25.5,0.458,0.56
2024-01-09T18:00,22.6,20.2,25.8,86,0.0,0.0,13,0,13,0,1014.1,1013.4,24.6,0.458,0.38
2024-01-09T19:00,22.7,20.5,25.8,87,0.0,0.0,95,0,95,0,1014.6,1013.9,24.0,0.458,0.35
2024-01-09T20:00,22.8,20.9,26.5,89,0.0,0.0,100,0,100,0,1015.6,1014.9,24.7,0.454,0.31
2024-01-09T21:00,22.9,20.9,26.6,89,0.0,0.0,100,0,100,0,1015.7,1015.0,24.2,0.454,0.32
2024-01-09T22:00,23.0,21.2,26.6,90,0.0,0.0,100,0,100,0,1015.6,1014.9,23.9,0.454,0.29
2024-01-09T23:00,22.9,20.9,26.5,88,0.0,0.0,92,0,92,0,1015.4,1014.7,23.6,0.455,0.33
2024-01-10T00:00,22.6,20.7,26.2,89,0.1,0.1,63,0,63,0,1015.1,1014.4,23.3,0.456,0.3
