time,temperature_2m,dew_point_2m,apparent_temperature,relative_humidity_2m,precipitation,rain,cloud_cover,cloud_cover_mid,cloud_cover_low,cloud_cover_high,pressure_msl,surface_pressure,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,vapour_pressure_deficit
2023-01-01T00:00,20.6,16.7,21.1,78,0.0,0.0,100,100,100,100,1020.5,1019.8,20.4,0.479,0.53
2023-01-01T01:00,20.2,17.0,20.6,82,0.0,0.0,100,38,92,100,1020.1,1019.4,20.3,0.479,0.43
2023-01-01T02:00,19.6,17.3,19.6,86,0.0,0.0,100,100,100,29,1019.5,1018.8,20.1,0.479,0.31
2023-01-01T03:00,19.6,16.9,19.5,85,0.0,0.0,100,100,85,0,1019.1,1018.4,20.0,0.479,0.35
2023-01-01T04:00,19.6,16.9,19.9,84,0.0,0.0,100,100,100,45,1019.2,1018.5,19.9,0.479,0.36
2023-01-01T05:00,19.4,16.9,19.8,86,0.1,0.1,100,100,100,99,1019.6,1018.9,19.8,0.48,0.32
2023-01-01T06:00,19.4,17.6,19.9,89,0.4,0.4,100,100,100,99,1019.8,1019.1,19.8,0.484,0.25
2023-01-01T07:00,19.7,16.4,20.1,81,0.6,0.6,100,100,100,100,1020.5,1019.8,20.9,0.492,0.44
2023-01-01T08:00,20.1,16.8,20.5,81,0.1,0.1,100,100,100,100,1021.7,1021.0,20.7,0.491,0.45
2023-01-01T09:00,20.1,16.9,20.8,82,0.4,0.4,100,100,100,93,1022.3,1021.6,20.6,0.494,0.43
2023-01-01T10:00,20.4,17.0,20.8,81,0.1,0.1,100,100,80,20,1021.7,1021.0,20.7,0.494,0.46
2023-01-01T11:00,21.4,17.2,21.5,77,0.0,0.0,100,100,100,100,1021.1,1020.4,21.4,0.492,0.59
2023-01-01T12:00,21.2,17.1,20.3,77,0.0,0.0,100,100,100,100,1020.3,1019.6,21.7,0.49,0.57
2023-01-01T13:00,21.0,17.2,19.2,79,0.0,0.0,100,100,100,100,1019.1,1018.4,21.6,0.488,0.52
2023-01-01T14:00,21.0,17.3,19.7,79,0.2,0.2,100,100,100,100,1018.5,1017.8,21.6,0.488,0.52
2023-01-01T15:00,20.9,17.5,19.8,81,0.2,0.2,100,100,100,100,1018.1,1017.4,21.4,0.489,0.47
2023-01-01T16:00,20.9,17.4,20.1,80,0.5,0.5,100,100,100,100,1018.2,1017.5,21.1,0.493,0.49
2023-01-01T17:00,20.9,17.1,20.1,79,0.3,0.3,100,100,100,100,1018.6,1017.9,20.8,0.495,0.53
2023-01-01T18:00,20.9,17.1,20.3,79,0.1,0.1,100,100,100,95,1019.0,1018.3,20.5,0.494,0.52
2023-01-01T19:00,20.2,17.3,20.2,83,0.0,0.0,100,100,100,100,1019.7,1019.0,20.3,0.5,0.4
2023-01-01T20:00,20.5,17.2,20.3,82,0.0,0.0,100,100,100,100,1019.9,1019.2,20.1,0.498,0.44
2023-01-01T21:00,20.6,17.2,20.7,81,0.0,0.0,100,100,100,100,1020.3,1019.6,20.0,0.497,0.47
2023-01-01T22:00,20.6,17.5,20.7,82,0.0,0.0,100,100,100,100,1020.2,1019.5,20.0,0.495,0.43
2023-01-01T23:00,20.4,17.7,20.6,85,0.1,0.1,100,100,100,100,1019.8,1019.1,20.0,0.495,0.36
2023-01-02T00:00,20.2,17.7,20.5,86,0.4,0.4,100,100,100,100,1019.6,1018.9,19.9,0.499,0.34
2023-01-02T01:00,20.0,17.9,20.1,88,0.6,0.6,100,100,100,95,1019.1,1018.4,19.8,0.503,0.29
2023-01-02T02:00,20.1,18.0,20.2,88,0.7,0.7,100,100,100,92,1018.4,1017.7,19.7,0.508,0.29
2023-01-02T03:00,20.1,18.2,20.3,89,0.7,0.7,100,100,100,27,1017.9,1017.2,19.7,0.511,0.26
2023-01-02T04:00,20.0,18.4,20.7,91,0.9,0.9,100,100,100,0,1017.8,1017.1,19.6,0.516,0.22
2023-01-02T05:00,20.0,18.6,21.1,92,1.5,1.5,100,100,100,0,1018.6,1017.9,19.6,0.519,0.2
2023-01-02T06:00,20.0,18.7,21.3,92,1.3,1.3,100,100,100,0,1019.3,1018.6,19.6,0.519,0.19
2023-01-02T07:00,20.1,17.9,21.1,87,1.3,1.3,100,100,100,13,1019.8,1019.1,19.7,0.506,0.31
2023-01-02T08:00,20.6,18.2,21.8,86,0.1,0.1,100,100,100,0,1020.9,1020.2,19.8,0.504,0.34
2023-01-02T09:00,21.6,18.5,22.8,83,0.0,0.0,100,100,100,12,1021.4,1020.7,20.6,0.502,0.45
2023-01-02T10:00,22.1,18.7,22.9,81,0.0,0.0,100,100,100,72,1021.3,1020.6,21.4,0.5,0.51
2023-01-02T11:00,21.8,18.6,22.3,82,0.0,0.0,100,100,100,100,1021.0,1020.3,21.6,0.498,0.47
2023-01-02T12:00,21.9,18.6,22.3,82,0.0,0.0,100,100,100,98,1020.2,1019.5,21.8,0.497,0.48
2023-01-02T13:00,21.7,18.7,22.1,83,0.5,0.5,100,100,100,56,1019.4,1018.7,21.9,0.5,0.44
2023-01-02T14:00,21.4,18.9,21.8,86,1.3,1.3,100,100,100,8,1018.5,1017.8,21.8,0.512,0.36
2023-01-02T15:00,21.5,19.3,21.8,87,1.3,1.3,100,96,100,0,1017.9,1017.2,21.5,0.517,0.33
2023-01-02T16:00,21.4,19.4,21.7,88,0.5,0.5,100,100,100,0,1017.8,1017.1,21.3,0.514,0.3
2023-01-02T17:00,21.1,19.4,21.5,90,0.6,0.6,100,100,100,1,1018.4,1017.7,20.9,0.515,0.26
2023-01-02T18:00,21.2,19.3,21.7,89,0.7,0.7,100,100,100,2,1019.0,1018.3,20.7,0.515,0.29
2023-01-02T19:00,21.0,18.8,21.5,88,0.5,0.5,100,100,100,97,1019.7,1019.0,20.7,0.518,0.31
2023-01-02T20:00,21.1,18.8,21.5,87,0.1,0.1,100,100,100,93,1020.3,1019.6,20.5,0.512,0.33
2023-01-02T21:00,21.1,18.8,21.8,87,0.1,0.1,100,100,100,15,1020.8,1020.1,20.3,0.509,0.33
2023-01-02T22:00,21.1,18.8,21.7,87,0.1,0.1,100,100,100,0,1021.0,1020.3,20.3,0.508,0.33
2023-01-02T23:00,21.0,18.8,21.4,88,0.4,0.4,100,100,100,0,1021.1,1020.4,20.2,0.51,0.31
2023-01-03T00:00,20.8,19.1,21.1,90,0.9,0.9,100,100,100,0,1020.7,1020.0,20.2,0.516,0.25
2023-01-03T01:00,20.8,19.3,21.2,91,1.6,1.6,100,100,100,0,1020.4,1019.7,20.2,0.506,0.22
2023-01-03T02:00,20.7,19.3,21.0,92,2.0,2.0,100,100,100,0,1019.4,1018.7,20.2,0.497,0.2
2023-01-03T03:00,20.7,19.4,21.1,92,1.5,1.5,100,100,100,0,1018.9,1018.2,20.2,0.514,0.19
2023-01-03T04:00,20.7,19.6,21.2,93,1.5,1.5,100,100,100,0,1018.8,1018.1,20.2,0.496,0.17
2023-01-03T05:00,21.1,19.1,21.3,89,0.6,0.6,100,100,100,0,1019.2,1018.5,20.2,0.503,0.28
2023-01-03T06:00,21.4,18.6,21.1,84,0.3,0.3,100,100,100,0,1019.8,1019.1,20.1,0.504,0.41
2023-01-03T07:00,21.0,18.9,21.2,88,0.4,0.4,100,100,100,0,1020.5,1019.8,20.2,0.517,0.31
2023-01-03T08:00,21.0,19.0,21.3,88,0.5,0.5,100,100,100,0,1021.5,1020.8,20.2,0.516,0.29
2023-01-03T09:00,21.3,19.1,21.5,88,0.7,0.7,100,100,100,50,1022.3,1021.6,20.4,0.517,0.32
2023-01-03T10:00,21.3,19.6,21.9,90,0.9,0.9,100,100,100,28,1022.3,1021.6,20.7,0.519,0.25
2023-01-03T11:00,21.3,19.8,22.0,91,1.4,1.4,100,100,100,33,1021.8,1021.1,21.0,0.492,0.22
2023-01-03T12:00,21.5,19.2,21.8,86,0.7,0.7,100,100,100,100,1020.8,1020.1,21.1,0.501,0.35
2023-01-03T13:00,21.8,18.6,21.6,82,0.4,0.4,100,100,100,100,1019.8,1019.1,21.3,0.503,0.46
2023-01-03T14:00,21.7,18.5,21.6,82,0.3,0.3,100,100,100,100,1018.9,1018.2,21.3,0.504,0.47
2023-01-03T15:00,21.3,18.5,21.4,84,0.3,0.3,100,100,100,99,1018.2,1017.5,21.1,0.505,0.4
2023-01-03T16:00,21.4,18.5,21.8,84,0.5,0.5,100,100,100,100,1018.0,1017.3,21.0,0.508,0.42
2023-01-03T17:00,21.3,18.5,21.9,84,0.5,0.5,100,100,100,92,1018.2,1017.5,20.8,0.511,0.41
2023-01-03T18:00,21.2,18.8,21.8,86,1.0,1.0,100,100,100,46,1019.1,1018.4,20.5,0.517,0.35
2023-01-03T19:00,21.4,18.9,22.2,85,0.8,0.8,100,100,100,91,1019.6,1018.9,21.0,0.517,0.37
2023-01-03T20:00,21.5,19.0,22.2,86,1.0,1.0,100,100,100,0,1020.2,1019.5,20.7,0.519,0.36
2023-01-03T21:00,21.5,19.0,21.9,85,0.5,0.5,100,97,100,99,1020.6,1019.9,20.5,0.515,0.37
2023-01-03T22:00,21.6,19.0,22.1,85,0.0,0.0,100,100,100,100,1020.5,1019.8,20.4,0.51,0.38
2023-01-03T23:00,21.5,19.0,22.1,86,0.2,0.2,100,100,100,100,1020.3,1019.6,20.4,0.508,0.37
2023-01-04T00:00,21.4,19.0,22.2,86,0.1,0.1,100,100,100,100,1019.7,1019.0,20.3,0.507,0.36
2023-01-04T01:00,21.4,18.9,22.3,86,0.0,0.0,100,100,100,100,1019.3,1018.6,20.3,0.504,0.36
2023-01-04T02:00,21.3,18.8,22.1,86,0.1,0.1,100,100,100,100,1018.5,1017.8,20.3,0.503,0.36
2023-01-04T03:00,21.2,18.8,21.6,86,0.1,0.1,100,86,100,92,1017.8,1017.1,20.2,0.503,0.35
2023-01-04T04:00,21.0,18.9,21.3,88,0.1,0.1,100,100,100,74,1017.6,1016.9,20.2,0.502,0.3
2023-01-04T05:00,20.9,18.8,21.2,88,0.1,0.1,100,100,100,4,1018.1,1017.4,20.2,0.502,0.31
2023-01-04T06:00,20.9,18.8,20.9,88,0.4,0.4,100,100,100,41,1018.5,1017.8,20.2,0.505,0.29
2023-01-04T07:00,21.1,18.9,21.7,88,0.3,0.3,100,100,100,99,1019.4,1018.7,20.3,0.514,0.31
2023-01-04T08:00,21.4,19.1,22.2,87,0.5,0.5,100,100,100,100,1020.3,1019.6,20.3,0.515,0.34
2023-01-04T09:00,21.8,19.1,22.4,85,0.4,0.4,100,100,100,100,1020.9,1020.2,20.5,0.514,0.4
2023-01-04T10:00,22.2,19.1,22.6,82,0.0,0.0,100,47,100,3,1020.8,1020.1,20.9,0.51,0.47
2023-01-04T11:00,22.3,19.2,22.7,83,0.1,0.1,100,100,100,0,1020.2,1019.5,21.3,0.508,0.47
2023-01-04T12:00,21.9,19.5,22.2,86,1.1,1.1,100,100,100,0,1019.7,1019.0,21.4,0.516,0.36
2023-01-04T13:00,22.0,19.4,22.4,85,0.2,0.2,100,87,100,0,1018.7,1018.0,21.5,0.513,0.38
2023-01-04T14:00,21.9,19.4,22.2,86,0.4,0.4,100,100,100,0,1018.1,1017.4,21.6,0.512,0.37
2023-01-04T15:00,22.0,19.2,22.3,84,0.1,0.1,100,91,100,95,1017.5,1016.8,21.6,0.509,0.42
2023-01-04T16:00,21.8,19.2,22.1,85,0.0,0.0,100,100,100,76,1017.4,1016.7,21.5,0.507,0.38
2023-01-04T17:00,21.8,19.1,22.0,85,0.4,0.4,100,100,100,52,1017.7,1017.0,21.2,0.508,0.4
2023-01-04T18:00,21.8,19.1,21.7,85,0.9,0.9,100,100,100,90,1018.1,1017.4,21.0,0.514,0.4
2023-01-04T19:00,21.6,19.0,21.6,85,0.2,0.2,100,100,100,100,1018.7,1018.0,20.9,0.506,0.38
2023-01-04T20:00,21.9,18.9,21.8,83,0.4,0.4,100,100,100,100,1019.3,1018.6,20.8,0.508,0.44
2023-01-04T21:00,21.7,19.1,21.3,85,1.4,1.4,100,100,100,100,1019.6,1018.9,20.6,0.517,0.39
2023-01-04T22:00,21.7,19.4,21.5,87,0.8,0.8,100,100,100,100,1019.6,1018.9,20.6,0.506,0.35
2023-01-04T23:00,21.8,19.2,21.4,85,0.3,0.3,100,100,100,100,1019.3,1018.6,20.5,0.507,0.39
2023-01-05T00:00,22.0,19.3,21.9,84,0.1,0.1,100,100,100,100,1019.0,1018.3,20.5,0.505,0.41
2023-01-05T01:00,21.9,19.3,22.0,85,0.3,0.3,100,100,100,100,1018.5,1017.8,20.6,0.506,0.4
2023-01-05T02:00,21.8,19.9,22.2,89,0.4,0.4,100,100,53,100,1018.0,1017.3,20.6,0.507,0.29
2023-01-05T03:00,21.8,19.7,22.2,88,0.1,0.1,100,35,100,100,1017.7,1017.0,20.6,0.506,0.31
2023-01-05T04:00,21.8,19.8,22.1,89,0.1,0.1,100,92,100,100,1017.5,1016.8,20.6,0.505,0.3
2023-01-05T05:00,21.9,19.9,22.1,88,0.3,0.3,100,92,100,100,1017.6,1016.9,20.7,0.506,0.3
2023-01-05T06:00,22.0,19.7,22.0,87,0.1,0.1,100,100,100,100,1018.1,1017.4,20.7,0.504,0.34
2023-01-05T07:00,22.0,19.3,22.5,85,0.3,0.3,100,38,100,100,1019.2,1018.5,20.9,0.503,0.4
2023-01-05T08:00,22.3,20.0,22.8,87,0.0,0.0,100,21,33,100,1020.0,1019.3,21.1,0.502,0.35
2023-01-05T09:00,22.8,19.9,23.1,84,0.0,0.0,100,11,22,100,1020.6,1019.9,21.6,0.5,0.45
2023-01-05T10:00,23.1,19.7,23.0,81,0.0,0.0,100,6,20,100,1020.8,1020.1,22.3,0.498,0.53
2023-01-05T11:00,23.2,19.7,23.1,80,0.1,0.1,100,5,16,100,1020.5,1019.8,23.0,0.496,0.56
2023-01-05T12:00,22.9,19.6,22.8,82,0.1,0.1,100,15,16,100,1019.9,1019.2,23.3,0.494,0.5
2023-01-05T13:00,22.8,19.4,22.9,81,0.2,0.2,100,22,32,100,1019.3,1018.6,23.3,0.494,0.53
2023-01-05T14:00,22.7,19.1,22.6,80,0.1,0.1,100,27,25,100,1018.6,1017.9,23.3,0.494,0.55
2023-01-05T15:00,22.5,18.8,22.3,80,0.2,0.2,100,54,40,100,1018.0,1017.3,23.1,0.494,0.56
2023-01-05T16:00,22.5,19.0,22.5,81,0.0,0.0,100,19,26,100,1017.7,1017.0,22.6,0.494,0.52
2023-01-05T17:00,22.3,19.4,22.6,84,0.0,0.0,100,20,22,100,1018.1,1017.4,22.2,0.493,0.43
2023-01-05T18:00,22.1,19.4,22.4,85,0.1,0.1,100,31,22,100,1018.8,1018.1,21.9,0.492,0.41
2023-01-05T19:00,22.1,19.3,23.0,84,0.0,0.0,100,82,8,100,1019.2,1018.5,22.3,0.498,0.42
2023-01-05T20:00,22.4,19.3,22.9,83,0.0,0.0,100,99,14,100,1020.1,1019.4,21.9,0.497,0.47
2023-01-05T21:00,22.5,19.0,22.2,81,0.0,0.0,100,72,32,100,1020.6,1019.9,21.6,0.496,0.53
2023-01-05T22:00,22.3,18.9,22.1,81,0.0,0.0,100,94,35,100,1020.6,1019.9,21.5,0.495,0.51
2023-01-05T23:00,22.3,18.5,22.0,79,0.0,0.0,100,15,21,100,1020.5,1019.8,21.3,0.494,0.56
2023-01-06T00:00,22.0,18.3,21.7,80,0.0,0.0,99,98,7,64,1020.0,1019.3,21.1,0.493,0.53
2023-01-06T01:00,21.9,18.4,21.8,80,0.0,0.0,91,17,16,89,1019.7,1019.0,21.0,0.492,0.52
2023-01-06T02:00,21.7,18.2,21.7,81,0.0,0.0,87,78,14,41,1018.7,1018.0,20.9,0.491,0.51
2023-01-06T03:00,21.6,18.2,21.5,81,0.0,0.0,100,28,10,100,1018.2,1017.5,20.8,0.49,0.49
2023-01-06T04:00,21.5,18.3,21.3,82,0.0,0.0,98,91,23,72,1018.3,1017.6,20.8,0.49,0.46
2023-01-06T05:00,21.2,18.1,20.6,82,0.1,0.1,100,75,15,100,1018.8,1018.1,20.6,0.49,0.44
2023-01-06T06:00,21.3,17.8,20.4,81,2.0,2.0,100,80,12,100,1019.2,1018.5,20.5,0.513,0.49
2023-01-06T07:00,21.2,18.2,21.0,83,1.6,1.6,100,74,10,100,1020.1,1019.4,20.8,0.494,0.42
2023-01-06T08:00,21.7,18.2,21.0,80,0.2,0.2,100,97,31,100,1020.8,1020.1,20.9,0.495,0.51
2023-01-06T09:00,22.0,18.4,20.6,80,0.7,0.7,100,100,22,100,1021.5,1020.8,21.2,0.502,0.52
2023-01-06T10:00,22.2,18.4,20.8,79,0.1,0.1,100,34,21,100,1021.7,1021.0,21.7,0.5,0.57
2023-01-06T11:00,21.8,18.5,20.5,82,0.1,0.1,100,97,16,100,1021.6,1020.9,22.2,0.498,0.48
2023-01-06T12:00,22.4,17.9,20.6,76,0.2,0.2,100,100,44,100,1020.7,1020.0,22.7,0.497,0.65
2023-01-06T13:00,22.0,17.4,20.1,75,0.2,0.2,100,100,100,100,1019.9,1019.2,22.6,0.497,0.66
2023-01-06T14:00,21.9,17.3,20.3,75,0.3,0.3,100,100,100,100,1018.7,1018.0,22.2,0.498,0.65
2023-01-06T15:00,21.9,17.1,20.3,74,0.0,0.0,100,99,100,100,1018.3,1017.6,21.9,0.496,0.68
2023-01-06T16:00,21.8,16.8,20.7,73,0.0,0.0,100,100,100,100,1018.2,1017.5,21.8,0.494,0.7
2023-01-06T17:00,21.7,16.9,21.2,74,0.0,0.0,100,100,100,99,1018.3,1017.6,21.5,0.493,0.67
2023-01-06T18:00,21.7,17.1,21.0,75,0.1,0.1,100,100,100,100,1018.7,1018.0,21.2,0.493,0.65
2023-01-06T19:00,21.2,17.8,21.4,81,0.1,0.1,100,100,98,100,1019.7,1019.0,21.1,0.497,0.48
2023-01-06T20:00,21.4,17.9,21.5,80,0.1,0.1,100,100,39,100,1020.3,1019.6,20.8,0.496,0.5
2023-01-06T21:00,21.4,17.7,21.6,79,0.1,0.1,100,100,96,100,1020.6,1019.9,20.7,0.496,0.53
2023-01-06T22:00,21.3,18.0,21.8,82,0.2,0.2,100,100,100,100,1020.8,1020.1,20.5,0.496,0.46
2023-01-06T23:00,20.6,18.2,21.0,86,0.6,0.6,100,100,100,66,1020.5,1019.8,20.4,0.502,0.34
2023-01-07T00:00,20.6,18.2,20.5,86,1.2,1.2,100,100,100,100,1020.3,1019.6,20.3,0.512,0.34
2023-01-07T01:00,21.0,17.5,20.3,80,0.9,0.9,100,100,98,100,1019.6,1018.9,20.1,0.514,0.49
2023-01-07T02:00,20.8,15.6,19.4,72,0.1,0.1,100,100,100,100,1018.6,1017.9,19.7,0.509,0.69
2023-01-07T03:00,20.5,15.5,19.4,73,0.4,0.4,100,100,100,99,1017.9,1017.2,19.4,0.51,0.64
2023-01-07T04:00,20.4,16.1,20.2,76,0.4,0.4,100,100,92,99,1017.3,1016.6,19.2,0.51,0.57
2023-01-07T05:00,20.3,17.1,20.6,82,0.2,0.2,100,100,99,100,1017.7,1017.0,19.2,0.508,0.43
2023-01-07T06:00,20.3,17.6,20.3,84,0.3,0.3,100,100,99,99,1018.0,1017.3,19.3,0.508,0.37
2023-01-07T07:00,20.3,17.4,20.6,83,0.1,0.1,100,100,100,100,1018.8,1018.1,19.5,0.506,0.4
2023-01-07T08:00,20.5,17.7,20.9,84,0.2,0.2,100,100,99,100,1019.3,1018.6,19.6,0.506,0.39
2023-01-07T09:00,21.0,17.3,20.9,80,0.0,0.0,100,100,99,100,1019.8,1019.1,19.8,0.504,0.51
2023-01-07T10:00,21.3,17.2,21.0,77,0.0,0.0,100,100,78,100,1019.8,1019.1,20.3,0.501,0.58
2023-01-07T11:00,21.9,17.0,21.5,74,0.0,0.0,100,100,100,100,1019.2,1018.5,21.0,0.499,0.68
2023-01-07T12:00,21.4,16.9,21.2,76,0.0,0.0,100,100,100,100,1018.3,1017.6,21.0,0.497,0.62
2023-01-07T13:00,21.1,17.2,20.8,78,0.1,0.1,100,100,100,100,1017.2,1016.5,21.0,0.497,0.54
2023-01-07T14:00,21.0,17.1,20.8,78,0.1,0.1,100,100,100,100,1016.3,1015.6,21.0,0.496,0.54
2023-01-07T15:00,20.8,16.8,20.6,78,0.1,0.1,100,100,96,100,1015.9,1015.2,20.8,0.495,0.54
2023-01-07T16:00,20.7,16.6,20.4,77,0.1,0.1,100,100,100,100,1015.8,1015.1,20.6,0.495,0.55
2023-01-07T17:00,20.6,16.7,20.7,78,0.0,0.0,100,100,100,100,1016.3,1015.6,20.4,0.494,0.53
2023-01-07T18:00,20.6,17.1,20.8,80,0.0,0.0,100,100,99,100,1016.6,1015.9,20.2,0.493,0.48
2023-01-07T19:00,21.0,17.3,22.1,80,0.0,0.0,100,100,100,100,1017.2,1016.5,20.7,0.485,0.51
2023-01-07T20:00,20.9,17.5,22.3,81,0.0,0.0,100,100,100,100,1017.5,1016.8,20.5,0.484,0.47
2023-01-07T21:00,20.8,17.6,22.2,82,0.0,0.0,100,100,100,100,1017.7,1017.0,20.3,0.484,0.44
2023-01-07T22:00,20.5,17.7,22.1,84,0.0,0.0,100,91,100,100,1017.7,1017.0,20.2,0.484,0.39
2023-01-07T23:00,20.5,17.9,22.1,85,0.0,0.0,100,12,100,100,1017.5,1016.8,20.1,0.483,0.36
